primary_genre,all_genres,artist_followers,artist_popularity,track_id,name,artist_names,popularity,album,release_date,mood_label
tamil pop,tamil pop; kollywood; bollywood; sufi; hindi pop; desi; tamil pop; tollywood; telugu pop; marathi pop; kollywood; bollywood; hindi pop; ; gujarati pop,72209472,82,1YyCkF4HECCrkMcNn1hKBm,Mayya Mayya,"['A.R. Rahman', 'Chinmayi', 'Mariam Toller', 'Keerthi Sagathia']",55,Guru (Original Motion Picture Soundtrack),2006-09-11,romantic
bollywood,bollywood; ghazal; marathi pop; bangla pop; bollywood; hindi pop; bollywood; desi; hindi pop,10454034,72,1akzSqvnTzAxlyWYqTZcJX,Sharara,"['Jeet-Pritam', 'Asha Bhosle', 'Javed Akhtar']",57,Mere Yaar Ki Shaadi Hai,2002-05-09,romantic
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; desi; hindi pop,166037253,91,1awtp7rf6ajhGY9BgzCHeZ,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)","['Mithoon', 'Arijit Singh', 'Sunidhi Chauhan']",71,Shivaay,2016-10-07,chill
bollywood,bollywood; hindi pop; desi pop; desi; bollywood; hindi hip hop; desi; hindi pop; punjabi pop; bhangra; punjabi hip hop; desi; punjabi pop; bollywood; bollywood; desi; hindi pop,37002271,78,1bAa1OyefOhXdqnL8dlxFt,High Heels Te Nachche,"['Meet Bros.', 'Yo Yo Honey Singh', 'Jaz Dhami', 'Aditi Singh Sharma']",68,Ki & Ka,2016-03-04,romantic
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi; kannada pop; marathi pop; hindi pop; bollywood; desi pop; desi,33208103,86,1cmZbGkCEVVAck2MsWpPYQ,Hasi - Female Version,"['Ami Mishra', 'Shreya Ghoshal', 'Kunaal Vermaa']",70,Hamari Adhuri Kahani (Original Motion Picture Soundtrack),2015-05-21,chill
ghazal,ghazal; bangla pop; hindi pop; bollywood; ,20631936,78,1d98QRe9TY19asLss1xp8S,Zindagi Ek Safar Hai Suhana - Andaz,"['Kishore Kumar', 'Shankar Jaikishan']",21,"Kishore Kumar Live At Los Angeles,Vol. 2",1998-12-23,romantic
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; kannada pop; tollywood; telugu pop; bollywood; hindi pop,23486789,73,1dxbiVeiV7nQ2V9qXnhJiB,Buddhu Sa Mann,"['Amaal Mallik', 'Armaan Malik', 'Abhiruchi Chand']",61,Kapoor & Sons (Since 1921) (Original Motion Picture Soundtrack),2016-03-04,party
bollywood,bollywood; hindi pop; desi; bhajan; bollywood; hindi pop; devotional; hindi pop; bollywood; desi; bangla pop; hindi pop; bollywood; tamil pop; kollywood,166037253,91,1fcCPXmH4vUzG6UQTTjZp5,Phir Bhi Tumko Chaahunga,"['Mithoon', 'Manoj Muntashir', 'Arijit Singh', 'Shashaa Tirupati']",68,The Arijit Singh Collection,2023-05-26,old_melody
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bhajan; hindi pop; bollywood; devotional,7567925,74,1feANd8EfcDP5UqSvbheM3,"Bekhayali (From ""Kabir Singh"")","['Sachet Tandon', 'Sachet-Parampara']",71,"Bekhayali (From ""Kabir Singh"")",2019-05-24,chill
,,308,2,1jkQ4sJx5RqmFM3vjzjyv1,"Sonia (From ""Loopd"")",['V1PRIT'],1,"Sonia (From ""Loopd"")",2025-11-21,old_melody
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bhojpuri pop; bhojiwood; ; bollywood; gujarati garba; hindi pop; desi; gujarati pop; bollywood; hindi pop; desi,7876302,82,1mQUEvGR7Sbt2OCz2gFrdx,"Aayi Nai (From ""Stree 2"")","['Sachin-Jigar', 'Pawan Singh', 'Simran Choudhary', 'Divya Kumar', 'Amitabh Bhattacharya']",71,"Aayi Nai (From ""Stree 2"")",2024-08-01,party
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bhangra; bollywood; desi; bollywood; desi,61320500,89,1n1b2lwdRdWF5RAaA0vewk,Aahun Aahun,"['Pritam', 'Neeraj Shridhar', 'Master Saleem', 'Suzi Q', 'Irshad Kamil']",47,Love Aaj Kal (Original Motion Picture Soundtrack),2009-07-31,romantic
hindi pop,hindi pop; bollywood,7108504,60,1n6s8jbTxktMvW0hpJDgMX,"Chocolate (From ""Sangeetkaar"")",['Tony Kakkar'],6,"Chocolate (From ""Sangeetkaar"")",2020-09-09,romantic
ghazal,ghazal; bangla pop; hindi pop; bollywood,20631936,78,1nFdQ4ayzobh6DvQGA9FQH,"Dil Kya Kare - From ""Julie""",['Kishore Kumar'],44,Timeless Kishore,2013-01-01,sad
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; hindi pop,22159235,80,1orM67pmkNc4alrZkWjYkV,Naach Meri Rani (Feat. Nora Fatehi),"['Guru Randhawa', 'Tanishk Bagchi', 'Nikhita Gandhi']",61,Naach Meri Rani (Feat. Nora Fatehi),2020-10-20,romantic
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop,22159235,74,1ozrNv9W4KlprAmvgH0Yrq,"High Rated Gabru (From ""Nawabzaade"")",['Guru Randhawa'],63,"High Rated Gabru (From ""Nawabzaade"")",2018-06-28,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,1plFCZ6QFAjSRutT02GTCn,"Channa Mereya (From ""Ae Dil Hai Mushkil"")","['Pritam', 'Arijit Singh']",62,"Channa Mereya (From ""Ae Dil Hai Mushkil"")",2016-10-26,chill
bollywood,bollywood; desi; hindi pop,4733933,71,1qtl3vB0uqciZ94g3S6TO7,Besharmi Ki Height,"['Benny Dayal', 'Shalmali Kholgade']",65,Main Tera Hero,2014-03-03,party
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bollywood; desi,61320500,89,1r4oikmMdZZiGHkPA4hSoe,Character Dheela,"['Pritam', 'Neeraj Shridhar', 'Amrita Kak']",72,Ready,2011-04-25,romantic
bollywood,bollywood; hindi pop; desi; bollywood; desi,61320500,89,1rEVydQSe04NJUqyyEyeEq,Afghan Jalebi (Film Version),"['Pritam', 'Akhtar Chinnal']",71,Phantom,2015-07-31,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,1smFN2CLqGROu0J0UyvDfL,Shayad,"['Pritam', 'Arijit Singh']",76,Love Aaj Kal (Original Motion Picture Soundtrack),2020-02-14,old_melody
bollywood,bollywood; desi; hindi pop,724771,63,1sxh0eqIb8ulYypPuq6ZRu,"Bhaag D.K. Bose, Aandhi Aayi",['Ram Sampath'],56,Delhi Belly (Original Motion Picture Soundtrack),2011,romantic
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop; bollywood; hindi pop,61320500,89,1t39FBb0zsKv5krZaqZKCB,"Show Me The Thumka (From ""Tu Jhoothi Main Makkaar"")","['Pritam', 'Amitabh Bhattacharya', 'Sunidhi Chauhan', 'Shashwat Singh']",56,"Show Me The Thumka (From ""Tu Jhoothi Main Makkaar"")",2023-02-21,party
bhangra,bhangra; desi; bollywood; hindi pop; desi,494047,69,1tEto4JrqNmBZFH5uAiYqb,Sadi Gali,"['Lehmber Hussainpuri', 'Raj Shekhar']",63,Tanu Weds Manu,2011-02-02,party
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; desi hip hop; hindi hip hop; desi hip hop; hindi hip hop; punjabi pop; haryanvi pop; punjabi hip hop,30826001,75,1uCBFWAcZOJGAj1CFQHZDj,Daaku,"['Badshah', 'Sharvi Yadav', 'Hiten']",58,Daaku,2024-02-22,party
marathi pop,marathi pop; bollywood; hindi pop; devotional; bhajan; bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,1vSXwYeKnzsVvekSpqVabx,Chikni Chameli,"['Ajay-Atul', 'Shreya Ghoshal']",69,Agneepath (Original Motion Picture Soundtrack),2011-12-16,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; bollywood; sufi; hindi pop; desi,166037253,91,1vsLKoccuY0NxkRJjZgcMr,"Lambiyaan Si Judaiyaan (From ""Raabta"")","['Arijit Singh', 'Shadab', 'Altamash Faridi']",64,Best Of Arijit Singh - Revisited,2017-07-18,chill
malayalam pop,malayalam pop; devotional; mollywood; tamil pop,10336245,74,1xa7UAeSTHUZ2RBkxGnwnW,Mana Ho Tum Behad Haseen,['K. J. Yesudas'],41,Toote Khilone,1978-01-01,sad
bollywood,bollywood; hindi pop; bhajan; bollywood; hindi pop; devotional,9783183,77,1y1rQTkWmrZdJmjwuK07GC,"Kaise Hua (From ""Kabir Singh"")","['Vishal Mishra', 'Manoj Muntashir']",76,"Kaise Hua (From ""Kabir Singh"")",2019-06-13,chill
bollywood,bollywood; hindi pop; gujarati garba; desi; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood; hindi pop; desi; qawwali; sufi,33208103,86,1y8Ck6jFOyxNC59SrQJIn6,Jhalla Wallah,"['Amit Trivedi', 'Shreya Ghoshal', 'Kausar Munir']",62,Ishaqzaade,2012-04-12,romantic
indian indie,indian indie; haryanvi pop,1037,35,1zWuIaMV1M14bCrsSnDc7o,Tu Kahan,"['Abhishek Dubey', 'SubhoBeatz', 'Akansha Tripathi']",33,Tu Kahan,2024-07-05,party
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood,49018784,78,21Pn6p1f7GyZ7FurZYnJc5,"Chhote Chhote Peg (From ""Sonu Ke Titu Ki Sweety"")","['Yo Yo Honey Singh', 'Neha Kakkar', 'Navraj Hans']",49,Yo Yo Honey Singh Is Back,2018-03-12,party
marathi pop,marathi pop; bollywood; devotional; bhajan; desi; tamil dance; hindi pop; bollywood; bollywood; desi; hindi pop; bollywood; desi,13428271,77,22HJ4YE3pSe2a5udrDRIWz,Move Your Body,"['Shankar Mahadevan', 'Ehsaan Noorani', 'Loy Mendonsa', 'Hard Kaur']",52,Johnny Gaddaar,2009-09-26,party
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; bhajan; gujarati garba; devotional; bollywood,166037253,91,23CkVQ84EestqfkEy4fhOQ,Baaton Ko Teri,"['Arijit Singh', 'Himesh Reshammiya', 'Shabbir Ahmed']",60,All Is Well,2015-07-20,chill
bollywood,bollywood; sufi; desi; hindi pop; kannada pop; bollywood; sandalwood; hindi pop; desi; marathi pop,22693138,79,251PNRmJU9KcUnFQAB5t6I,Kal Ho Naa Ho,"['Shankar-Ehsaan-Loy', 'Sonu Nigam']",68,Kal Ho Naa Ho (Original Motion Picture Soundtrack),2003-09-20,chill
,; bollywood; telugu pop; tollywood,945872,61,26i54fXOWeA08Krvgwitxi,Heeriye,"['Deep Money', 'Neha Bhasin']",53,Race 3 (Original Motion Picture Soundtrack),2018-06-15,romantic
bollywood,bollywood; desi; hindi pop,1475643,60,28vRgwjAMWn8PsW09YCg55,"Baby Doll (From ""Ragini Mms 2"")","['Meet Bros Anjjan', 'Kanika Kapoor']",47,Top 10 Most Liked Hindi Film Songs,2020-04-23,party
bollywood,bollywood; hindi pop; bhajan; devotional; hindi pop; bollywood; bollywood; hindi pop; desi; desi pop; gujarati garba,5871651,80,28veUNu4veN0LOBVa0nFw8,"Muqabla (From ""Street Dancer 3D"")","['Yash Narvekar', 'Parampara Tandon', 'Tanishk Bagchi']",58,"Muqabla (From ""Street Dancer 3D"")",2019-12-21,romantic
bollywood,bollywood; desi; hindi pop; bollywood; hindi pop; bollywood; telugu pop; tollywood; bollywood; hindi pop; desi,16471568,80,2AjGLmuZK1fu21n1IpB9RU,Swag Se Swagat,"['Vishal-Shekhar', 'Julius Packiam (Tiger Theme)', 'Vishal Dadlani', 'Neha Bhasin', 'Irshad Kamil']",52,Tiger Zinda Hai,2017-12-12,romantic
,; hindi pop; bollywood; desi; bangla pop,166037253,91,2EPOgSRhA90xWGVtNZwEv8,Tu Har Lamha,"['Bobby-Imran', 'Arijit Singh']",60,Khamoshiyan (Original Motion Picture Soundtrack),2014-12-29,chill
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,2FCXQHugkoHE1K3tiDu8pu,"Agar Tum Saath Ho (From ""Tamasha"")","['Alka Yagnik', 'Arijit Singh']",71,Love Forever With Arijit Singh,2017-06-07,old_melody
bollywood,bollywood; hindi pop; desi; bollywood; hindi pop; desi; desi pop; gujarati garba; bollywood; desi; hindi pop,61320500,89,2FZDNh6tm9mkZ9vTphuAh8,Bhool Bhulaiyaa 2 Title Track,"['Pritam', 'Tanishk Bagchi', 'Neeraj Shridhar']",57,Bhool Bhulaiyaa 2,2022-06-01,romantic
hindi pop,hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi,166037253,91,2Fv2injs4qAm8mJBGaxVKU,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","['Arijit Singh', 'Mithoon']",79,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",2019-05-31,old_melody
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; hindi pop; desi; sufi; qawwali; gujarati pop; gujarati garba; bollywood; hindi pop; desi,41388907,82,2GXXZFUxYg2LvG8SR0byOE,Jeena Jeena,"['Sachin-Jigar', 'Atif Aslam', 'Priya Saraiya']",66,Badlapur (Original Motion Picture Soundtrack),2014-12-09,old_melody
bollywood,bollywood; desi; bollywood; desi; hindi pop,9982109,67,2Ggpu9s4UP2fO7bjgBMiss,Dhinka Chika,"['Amrita Kak', 'Mika Singh']",53,Ready,2011-04-25,romantic
marathi pop,marathi pop,1418842,68,2HI1eYwbbiJGqi0XaeByOI,Shaky,"['Sanju Rathod', 'G-SPXRK']",77,Shaky,2025-04-22,party
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop,166037253,91,2HqSND303T7sT0wOPj3K3C,Mareez - E - Ishq,"['Shaarib Toshi', 'Arijit Singh']",69,Zid (Original Motion Picture Soundtrack),2014-11-15,chill
bhajan,bhajan; hindi pop; devotional; bollywood; desi pop; bhajan; devotional; hindi pop; bollywood; bhajan; hindi pop; bollywood; devotional,7567925,74,2IoZMG3RqiTmsy7Li3zGFg,"Mere Sohneya (From ""Kabir Singh"")","['Sachet Tandon', 'Parampara Tandon', 'Sachet-Parampara']",73,"Mere Sohneya (From ""Kabir Singh"")",2019-06-06,old_melody
bangla pop,bangla pop; hindi pop,806669,47,2Mt11P94MhMODbCL71iKlT,Amar Aguner Chhai,['Raj Barman'],44,Mon Jaane Na,2018-02-21,chill
bollywood,bollywood; desi; hindi pop; desi hip hop; hindi hip hop; desi pop; bollywood; hindi pop,30826001,75,2NTVtNcpC0i1R7LVGaCZCF,Jugnu,"['Badshah', 'Nikhita Gandhi']",65,Jugnu,2021-10-26,party
kannada pop,kannada pop; bollywood; sandalwood; hindi pop; desi; marathi pop; bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,2OvedmlIy9jzXJ0lsLSN9w,Zoobi Doobi,"['Sonu Nigam', 'Shreya Ghoshal']",50,3 Idiots (Original Motion Picture Soundtrack),2009-12-25,romantic
ghazal,ghazal; tamil dance; ghazal; bangla pop; malayalam pop,4095408,66,2P7i3LoqblIGiNk1Jmbc30,Kahin Door Jab Din Dhal Jaye,"['Mukesh', 'Salil Chowdhury']",64,Anand,1971-05-03,sad
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; punjabi pop; bollywood; desi; desi pop; desi pop; bollywood; bollywood; hindi pop; desi,7876302,82,2PEo8JQ48mfEv8a2HLqDvt,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","['Sachin-Jigar', 'Rashmeet Kaur', 'Shamur', 'IP Singh']",61,"Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]",2021-03-03,party
,; hindi indie; hindi pop; indian indie,91066,69,2PNAKNrINLMHHrk5iMKNzA,Jaane Na Tu,"['Bhoomi', 'Naaz', 'Saaheal']",76,Almost Loved,2025-08-19,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop,166037253,91,2PvaburAUlhNHxVhw5lvOq,"Humdard (From ""Ek Villain"")",['Arijit Singh'],68,Ultimate Love Songs - Arijit Singh,2020-05-19,chill
bollywood,bollywood; hindi pop; desi; bollywood; desi; hindi pop,61320500,89,2QY6SJXVnBFaqxOZhC1Fuu,Kamli,"['Pritam', 'Sunidhi Chauhan', 'Amitabh Bhattacharya']",62,Dhoom:3,2013-11-14,romantic
bhajan,bhajan; hindi pop; bollywood; devotional; bollywood; hindi pop; bollywood; bollywood; hindi pop; desi,21369186,76,2RIFyeYTPMHesJsWPW2Z8v,Kisi Se Pyar Ho Jaye,"['Jubin Nautiyal', 'Gourov-Roshin', 'Rajesh Roshan', 'Kumaar', 'Anand Bakshi']",54,Kaabil,2016-12-22,romantic
bollywood,bollywood; hindi pop; desi; sufi; qawwali; bollywood; desi; bollywood; desi; hindi pop; bollywood; bollywood; hindi pop; desi,61320500,89,2TktNdu8PMfhApbWHDFSgZ,Allah Duhai Hai,"['Atif Aslam', 'Anushka Manchanda', 'Vishal Dadlani', 'Ritu Pathak', 'Michie One', 'Pritam']",57,Race 2 (Original Motion Picture Soundtrack),2012-01-25,romantic
indian indie,indian indie; indian indie; hindi indie,923,35,2Vm3XVjP7oumfIgpf8ifS0,Ranjhana,"['Abhishek Dubey', 'Bandana Datta']",28,Ranjhana,2025-11-14,party
tollywood,tollywood; bollywood; desi; telugu pop; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba; gujarati garba; bollywood; desi; hindi pop; gujarati garba; bollywood; hindi pop; desi,49018784,74,2WDNxbQejWu16O44FcMEFM,"Mera Wala Dance (From ""Simmba"")","['Nakash Aziz', 'Neha Kakkar', 'Lijo George', 'Dj Chetas']",51,"Mera Wala Dance (From ""Simmba"")",2018-12-26,party
hindi pop,hindi pop; bollywood,1595594,66,2Z6HgNji9cNlFLNORw6wDQ,"Channa Ve - From ""Bhoot - Part One: The Haunted Ship""","['Mansheel Gujral', 'Akhil Sachdeva']",74,"Channa Ve (From ""Bhoot - Part One: The Haunted Ship"" / Original Motion Picture Soundtrack)",2020-02-12,old_melody
hindi pop,hindi pop; bollywood; desi; bangla pop; bhajan; hindi pop; desi pop; ,166037253,91,2aV8nAkyt5nsWdQTruzgmJ,Dhokha,"['Arijit Singh', 'Manan Bhardwaj', 'Khushalii Kumar']",56,Dhokha,2022-02-10,chill
,,1912,26,2axdhrthKeI5LrHGub39GU,Araam Aata Hai,['Vikash Rajput'],0,Araam Aata Hai,2022-08-13,chill
ghazal,ghazal; bangla pop; hindi pop; bollywood; ghazal; hindi pop; bollywood,20631936,78,2bM8gJ6WjnyAs0ignRLW0A,Hamen Tumse Pyar Kitna,"['Kishore Kumar', 'R. D. Burman']",52,Kudrat,1981-04-03,sad
indian indie,indian indie; ,923,35,2bhECcXuUzYCyLJ9eIdidW,Mora Piya (Sped Up),"['Abhishek Dubey', 'SubhoBeatz', 'Radni Tyagraj']",31,Mora Piya (Sped Up),2025-05-23,party
bollywood,bollywood; sufi; desi; hindi pop; qawwali; hindi pop; bollywood; desi; bangla pop; bollywood; desi,166037253,91,2biyIvVEqdMCDmVAxMfI5H,"Sukoon (From ""Bhoomi 2025"")","['Salim–Sulaiman', 'Arijit Singh', 'Shraddha Pandit']",69,"Sukoon (From ""Bhoomi 2025"")",2025-09-16,old_melody
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; hindi indie; hindi pop; indian indie; hindi pop; desi pop; bollywood; ,7876302,82,2ceeTJAzKy295Fm0VsaXtE,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")","['Sachin-Jigar', 'Raghav Chaitanya', 'Varun Jain', 'Indraneel']",76,"Tum Se (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024-02-02,old_melody
bhajan,bhajan; bollywood; hindi pop; desi; bhojiwood,20760599,83,2d3hA3u1tT60HrlICs3K0H,So Gaya Yeh Jahan,"['Nitin Mukesh', 'Alka Yagnik', 'Shabbir Kumar']",54,Tezaab,1988-06-10,sad
bollywood,bollywood; hindi pop; gujarati garba; bollywood; desi; ghazal; bhajan,10999042,71,2e0NRNrQkTvhH05z5Mf6jq,Ek Do Teen (Palak Muchhal Version),"['Palak Muchhal', 'Sandeep Shirodkar', 'Laxmikant–Pyarelal']",45,Ek Do Teen (Palak Muchhal Version),2018-04-19,party
punjabi pop,punjabi pop,146374,62,2eqUVYJVnlDs8PgOtuOlJm,High On You,['Jind Universe'],79,High On You,2024-12-12,old_melody
hindi pop,hindi pop; bollywood,7108504,60,2fKTiqorQdJducStVkyKut,"Kanta Bai (From ""Sangeetkaar"")",['Tony Kakkar'],1,"Kanta Bai (From ""Sangeetkaar"")",2019-10-09,romantic
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; bangla pop; hindi pop; bollywood; ghazal,24630694,78,2flgH9pEowTIC9QWiMxfQm,Salame-Ishq Meri Jaan,"['Lata Mangeshkar', 'Kishore Kumar', 'Kalyanji-Anandji']",57,Muqaddar Ka Sikandar,1978-10-27,sad
gujarati pop,gujarati pop; bollywood; hindi pop; desi; gujarati garba; bollywood; hindi pop; gujarati garba; desi; bollywood; gujarati garba; hindi pop; desi; gujarati pop; bollywood,7876302,82,2g8fA9Ijc3sAlfkQFlYxsf,"Panghat (From ""Roohi"")","['Sachin-Jigar', 'Asees Kaur', 'Divya Kumar', 'Mellow D']",52,"Panghat (From ""Roohi"")",2021-02-22,romantic
punjabi pop,punjabi pop; desi pop; bollywood; hindi pop; bollywood; hindi pop; desi; desi pop; gujarati garba,5871651,80,2hTn8oS49IQULxAWs7hEBz,Sakhiyan2.0,"['Maninder Buttar', 'Zahrah S Khan', 'Tanishk Bagchi']",56,Sakhiyan2.0 - BellBottom,2021-08-13,romantic
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; hindi pop; bollywood; sufi; desi; bollywood,5871651,80,2ibipg9GBEZ5YKOdskobJZ,"Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")","['Tanishk Bagchi', 'Romy', 'Neeraj Rajawat']",62,"Laal Peeli Akhiyaan (From ""Teri Baaton Mein Aisa Uljha Jiya"")",2024-01-12,party
hindi pop,hindi pop; bollywood; bollywood; hindi pop; gujarati garba,10999042,71,2igMMUJSEqiFZqwu2b4SGz,"Sanam Teri Kasam (Reprise) (From ""Sanam Teri Kasam"")","['Mohammed Irfan', 'Palak Muchhal']",0,Sanam Teri Kasam (Original Motion Picture Soundtrack),2016-01-07,chill
bollywood,bollywood; hindi pop; desi; kannada pop; marathi pop,33208103,86,2kRzgmBlmhvFvCEgMHltWz,Sunn Raha Hai (Female Version),['Shreya Ghoshal'],69,Aashiqui 2,2013-04-06,chill
ghazal,ghazal; bollywood; bhajan; hindi pop; marathi pop; ghazal; marathi pop; bangla pop; bollywood; hindi pop; ghazal; hindi pop; bollywood,24630694,78,2l0eQKkNz4NGL1ofMI6d9y,Main Chali Main Chali,"['Lata Mangeshkar', 'Asha Bhosle', 'R. D. Burman']",42,Padosan,1968-01-01,sad
hindi pop,hindi pop; bollywood; desi; bangla pop; bangla pop,166037253,91,2lNC2ISOfKgvHiwp1T9sAh,Parbona,"['Arijit Singh', 'Prashmita Paul', 'Arindom']",53,Borbaad (Original Motion Picture Soundtrack),2014-07-12,chill
,; tamil pop; kollywood; bollywood; sufi; hindi pop; desi; sufi; qawwali,72209472,82,2lW57y7U7Pce21wRiMe6EA,Ali Ali,"['Diorange', 'A.R. Rahman', 'Nooran Sisters']",51,Ali Ali,2023-05-26,party
indian indie,indian indie; haryanvi pop,1037,35,2lnLeUwxDIebyOdKkF0C4b,Be With Me,"['Abhishek Dubey', 'SubhoBeatz', 'Akansha Tripathi']",32,Be With Me,2024-05-24,party
punjabi hip hop,punjabi hip hop; punjabi pop; desi; bhangra; desi hip hop,8945148,77,2mt3QHYbKBMdSTIfzSFsYH,By My Side,"['AP Dhillon', 'Shinda Kahlon']",70,By My Side,2025-10-24,old_melody
bhangra,bhangra; punjabi pop; desi; bollywood; hindi pop; desi pop; bhangra; desi; bollywood; punjabi pop,22159235,74,2mwBSO58y92EYmEFpDfmS7,Suit Suit,"['Guru Randhawa', 'Arjun']",60,Hits Of Guru Randhawa,2017-11-10,romantic
bollywood,bollywood; hindi pop; gujarati garba; desi; bollywood; hindi pop; bollywood; hindi pop; desi,11090950,81,2nP1wLRh85mo5Wdj4RQldp,"Uyi Amma - From ""Azaad""","['Amit Trivedi', 'Madhubanti Bagchi', 'Amitabh Bhattacharya']",73,"Uyi Amma (From ""Azaad"")",2025-01-04,party
bollywood,bollywood; hindi hip hop; desi; hindi pop; punjabi pop; punjabi pop; bollywood; bhangra; punjabi pop,37002271,78,2oJxsbdvHuzkQ44hoyMsis,"Laal Pari (From ""Housefull 5"")","['Yo Yo Honey Singh', 'Simar Kaur', 'Alfaaz']",75,"Laal Pari (From ""Housefull 5"")",2025-05-03,party
bollywood,bollywood; hindi pop; bollywood; hindi pop; desi; bollywood; gujarati garba; hindi pop,21846195,83,2oVJZVH1hlxP3MxyDFRSEb,Neend Churayee Meri,"['Kumar Sanu', 'Udit Narayan', 'Alka Yagnik', 'Kavita Krishnamurthy']",66,Ishq (Original Motion Picture Soundtrack),2000-08-03,party
art pop,art pop; pop; ,76149412,91,2plbrEY59IikOBgBGLjaoe,Die With A Smile,"['Lady Gaga', 'Bruno Mars']",92,Die With A Smile,2024-08-16,old_melody
bollywood,bollywood; hindi pop; desi; hindi pop; bollywood; desi; bangla pop; bollywood; hindi pop; desi; kannada pop; marathi pop; bollywood; sufi; hindi pop; desi,166037253,91,2q9lPN7CT92W1Ry77j2acn,"Ve Kamleya (From ""Rocky Aur Rani Kii Prem Kahaani"")","['Pritam', 'Arijit Singh', 'Shreya Ghoshal', 'Shadab Faridi', 'Altamash Faridi', 'Amitabh Bhattacharya']",0,Rocky Aur Rani Kii Prem Kahaani,2023-08-14,old_melody
bollywood,bollywood; desi; bhangra; bollywood; desi; bollywood; hindi pop; desi; desi pop; gujarati garba,49018784,74,2qJAzSE6uC94oH2NRoPrGl,London Thumakda,"['Labh Janjua', 'Sonu Kakkar', 'Neha Kakkar']",63,Queen,2014-02-04,party
bollywood,bollywood; hindi pop; desi pop; desi; ; bollywood; hindi pop; desi,2382748,76,2rIy8o04CiC0HC2uqqJT2K,"Gujju Pataka (From ""Satyaprem Ki Katha"")","['Meet Bros.', 'Star Boy Loc', 'Kumaar']",37,"Gujju Pataka (From ""Satyaprem Ki Katha"")",2023-06-16,party
bollywood,bollywood; hindi pop; desi; desi pop; gujarati garba; bhajan; hindi pop; bollywood; devotional; bollywood; hindi pop; gujarati garba; desi,21369186,80,2rOnSn2piaqLAlYjtfUBlY,"Raataan Lambiyan (From ""Shershaah"")","['Tanishk Bagchi', 'Jubin Nautiyal', 'Asees Kaur']",72,"Raataan Lambiyan (From ""Shershaah"")",2021-07-30,old_melody
bollywood,bollywood; desi; hindi pop; sufi; qawwali; bollywood; hindi pop; desi; ghazal; sufi; bollywood; qawwali; desi,28824415,80,2sVzO3L0fdOMVe8wVlM0IE,Jag Soona Soona Lage,"['Vishal-Shekhar', 'Rahat Fateh Ali Khan', 'Richa Sharma']",57,Om Shanti Om,2007-09-18,chill
